cell_id,scenario,snr_db,beam_index,nmse_mmse,nmse_ai,attack_type,attack_severity,trust_score,step,ue_count,load,twin_fidelity,x_m,y_m
CELL_008,UMi,13.14,26,0.002,0.001,normal,0.0,0.9921,167,21,0.288,0.9599,348.3,182.5
CELL_009,NTN-LEO,29.7,7,0.002,0.001,normal,0.0,0.9964,167,15,0.627,0.9599,477.9,195.9
CELL_010,NTN-LEO,0.61,28,1.2,0.380589,false_csi_injection,0.2569,0.6979,167,30,0.923,0.9141,635.6,199.7
CELL_011,THz,4.58,16,0.025138,0.007691,normal,0.0,0.9855,167,24,0.831,0.9594,813.9,195.0
CELL_012,UMa,13.09,13,0.092926,0.025683,normal,0.0,0.9864,167,12,0.635,0.9579,48.0,343.0
CELL_013,RIS,-0.3,20,1.2,0.9,normal,0.0,0.9513,167,10,0.932,0.888,177.9,363.8
CELL_014,InH,7.15,1,0.086542,0.011268,jamming,0.7804,0.05,167,18,0.754,0.9123,339.5,354.2
CELL_015,InH,23.82,12,0.002,0.001,pilot_contamination,0.2103,0.74,167,17,0.871,0.9473,504.4,340.8
CELL_016,NTN-LEO,11.22,29,0.002,0.001,normal,0.0,0.9727,167,30,0.808,0.9599,658.6,339.1
CELL_017,FR2-mmWave,17.37,17,0.274913,0.040746,normal,0.0,0.9846,167,17,0.356,0.9567,807.7,357.6
CELL_018,RIS,-0.57,29,0.133531,0.05005,normal,0.0,0.9978,167,27,0.527,0.956,40.3,490.2
CELL_019,THz,-5.0,3,0.660663,0.296572,normal,0.0,0.9888,167,26,0.361,0.9363,189.5,510.3
CELL_020,RMa,8.57,2,0.285847,0.063278,normal,0.0,0.9761,167,25,0.813,0.9549,357.1,517.4
CELL_021,RIS,14.26,12,0.006565,0.001123,normal,0.0,0.9556,167,24,0.227,0.9599,513.0,518.1
CELL_022,RIS,8.52,3,0.021231,0.006456,normal,0.0,0.9576,167,36,0.4,0.9595,635.2,499.7
CELL_023,NTN-LEO,18.41,11,0.041265,0.005522,false_csi_injection,0.9988,0.05,167,18,0.27,0.8996,810.3,474.5
CELL_000,InH,16.75,31,0.004217,0.001,normal,0.0,0.985,168,20,0.53,0.9599,46.2,56.9
CELL_001,InH,16.53,26,0.152351,0.03043,normal,0.0,0.9965,168,27,0.433,0.9576,209.3,45.4
CELL_002,NTN-LEO,3.72,11,0.098201,0.035556,normal,0.0,0.9636,168,24,0.73,0.9572,347.0,62.6
CELL_003,RMa,3.87,13,0.590013,0.15991,normal,0.0,0.9589,168,37,0.549,0.9472,509.1,49.5
CELL_004,RIS,35.0,6,0.002447,0.001,csi_spoofing,0.5016,0.4648,168,37,0.948,0.9298,656.6,50.5
CELL_005,RMa,14.42,30,0.031955,0.005267,normal,0.0,0.9985,168,34,0.271,0.9596,770.6,50.9
CELL_006,RIS,17.91,19,0.041353,0.009964,normal,0.0,0.9926,168,18,0.279,0.9592,73.2,188.0
CELL_007,InH,14.37,14,0.017597,0.003863,normal,0.0,0.9761,168,39,0.652,0.9597,222.8,180.4
CELL_008,RMa,12.28,14,0.098795,0.013463,csi_spoofing,0.5358,0.4347,168,34,0.541,0.9268,324.4,203.2
CELL_009,UMa,12.87,8,0.290199,0.038787,csi_spoofing,0.8358,0.1205,168,30,0.405,0.9067,494.2,189.3
CELL_010,RMa,23.4,19,0.002,0.001,jamming,0.2753,0.5726,168,20,0.562,0.9434,656.5,192.6
CELL_011,RIS,14.24,6,0.71105,0.173719,normal,0.0,0.9747,168,35,0.6,0.9461,792.8,182.1
CELL_012,InH,15.86,7,0.002,0.001,normal,0.0,0.974,168,11,0.267,0.9599,78.2,334.0
CELL_013,THz,12.66,19,0.003713,0.001097,normal,0.0,0.9571,168,19,0.575,0.9599,205.1,333.4
CELL_014,RIS,14.51,28,0.018891,0.003231,normal,0.0,0.9659,168,13,0.382,0.9597,350.2,348.8
CELL_015,NTN-LEO,12.07,26,0.002,0.001,normal,0.0,0.969,168,28,0.265,0.9599,500.8,353.5
CELL_016,FR2-mmWave,5.12,29,0.306414,0.096449,normal,0.0,0.9882,168,24,0.389,0.9523,649.8,365.3
CELL_017,RIS,6.73,0,0.038771,0.014086,normal,0.0,0.9574,168,33,0.325,0.9589,768.3,350.0
CELL_018,THz,-0.85,16,0.302809,0.135931,normal,0.0,0.9715,168,8,0.859,0.9491,41.9,495.4
CELL_019,UMi,15.33,23,0.015986,0.002317,false_csi_injection,0.4607,0.515,168,18,0.302,0.9322,211.7,500.8
CELL_020,THz,13.38,30,0.014096,0.004052,normal,0.0,0.9786,168,29,0.933,0.9597,361.4,507.2
CELL_021,NTN-LEO,7.34,28,0.003927,0.00103,normal,0.0,0.9676,168,21,0.692,0.9599,501.5,523.0
CELL_022,RMa,5.05,6,0.00586,0.001573,normal,0.0,0.9594,168,8,0.612,0.9599,648.4,498.7
CELL_023,UMi,10.73,25,0.002,0.001,normal,0.0,0.9687,168,17,0.549,0.9599,805.0,518.3
CELL_000,InH,-1.8,17,0.636118,0.196804,normal,0.0,0.961,169,9,0.684,0.9443,56.4,58.6
CELL_001,NTN-LEO,16.02,31,0.002,0.001,jamming,0.7806,0.05,169,13,0.516,0.9131,186.5,55.4
CELL_002,InH,19.5,11,0.019443,0.002899,normal,0.0,0.9662,169,10,0.898,0.9598,361.2,57.5
CELL_003,THz,14.81,2,0.035133,0.004073,jamming,0.6954,0.05,169,11,0.258,0.918,512.9,58.1
CELL_004,NTN-LEO,7.83,27,0.009546,0.002205,normal,0.0,0.9551,169,35,0.892,0.9598,664.5,53.2
CELL_005,UMa,11.49,19,0.110384,0.023539,normal,0.0,0.9755,169,32,0.492,0.9581,795.6,51.7
CELL_006,RIS,17.52,12,0.009424,0.002307,normal,0.0,0.9566,169,16,0.397,0.9598,45.5,202.5
CELL_007,RMa,6.42,7,0.076055,0.017985,normal,0.0,0.9915,169,27,0.532,0.9586,183.4,184.0
CELL_008,RMa,3.34,30,0.018989,0.003829,false_csi_injection,0.3021,0.6626,169,15,0.928,0.9416,323.2,192.2
CELL_009,THz,21.37,22,0.003549,0.001,normal,0.0,0.9758,169,27,0.256,0.9599,506.8,203.2
CELL_010,UMi,19.77,23,0.002,0.001,data_poisoning,0.1425,0.8531,169,36,0.559,0.9514,650.7,195.8
CELL_011,FR2-mmWave,22.25,4,0.002,0.001,normal,0.0,0.9567,169,29,0.877,0.9599,803.0,190.5
CELL_012,RMa,4.64,10,0.005745,0.001156,data_poisoning,0.2657,0.715,169,23,0.223,0.944,34.8,342.3
CELL_013,RIS,10.25,26,0.216937,0.056866,pilot_contamination,0.1672,0.7933,169,22,0.378,0.9454,185.9,351.5
CELL_014,UMi,10.47,14,0.031338,0.008039,csi_spoofing,0.2177,0.7353,169,10,0.38,0.9463,358.7,331.2
CELL_015,UMi,25.18,22,0.002,0.001,normal,0.0,0.9997,169,36,0.916,0.9599,499.2,381.4
CELL_016,RIS,6.96,13,0.181659,0.043019,normal,0.0,0.994,169,9,0.387,0.9566,653.9,357.2
CELL_017,NTN-LEO,27.69,23,0.002,0.001,normal,0.0,0.9607,169,36,0.839,0.9599,793.2,347.1
CELL_018,InH,26.57,30,0.003272,0.001,normal,0.0,0.9559,169,30,0.813,0.9599,44.0,507.8
CELL_019,RMa,21.89,19,0.002,0.001,adversarial,0.613,0.3423,169,30,0.538,0.9231,197.2,500.8
CELL_020,NTN-LEO,0.35,27,0.250778,0.075032,normal,0.0,0.9596,169,23,0.41,0.954,366.3,473.0
CELL_021,RIS,4.49,22,0.1163,0.037438,normal,0.0,0.9719,169,24,0.669,0.957,504.7,497.4
CELL_022,THz,20.91,14,0.002,0.001,backdoor,0.8953,0.0942,169,32,0.483,0.9062,631.0,517.2
CELL_023,RMa,-0.23,2,0.052897,0.016011,normal,0.0,0.9807,169,29,0.403,0.9587,811.6,500.7
CELL_000,InH,8.47,21,0.012313,0.002756,normal,0.0,0.9605,170,26,0.853,0.9598,52.2,50.0
CELL_001,InH,-5.0,13,1.059171,0.385195,jamming,0.1474,0.762,170,26,0.484,0.9203,211.4,52.3
CELL_002,RMa,11.6,0,0.035375,0.004047,pilot_contamination,0.6909,0.1225,170,20,0.249,0.9182,350.5,58.7
CELL_003,InH,3.71,3,1.122856,0.313543,normal,0.0,0.9946,170,37,0.791,0.9349,501.1,49.4
CELL_004,NTN-LEO,10.91,17,0.039565,0.008983,normal,0.0,0.9833,170,25,0.303,0.9593,655.4,55.8
CELL_005,RMa,-1.49,15,0.760004,0.231204,normal,0.0,0.9979,170,10,0.359,0.9415,796.9,55.5
CELL_006,FR2-mmWave,8.83,10,0.002,0.001,normal,0.0,0.9651,170,38,0.284,0.9599,57.8,204.0
CELL_007,RMa,2.5,28,0.002669,0.001,normal,0.0,1.0,170,22,0.782,0.9599,184.5,191.4
CELL_008,UMi,1.16,6,0.046835,0.020301,normal,0.0,0.9976,170,28,0.881,0.9584,344.9,197.7
CELL_009,RIS,14.78,8,0.004992,0.001,normal,0.0,0.9967,170,17,0.226,0.9599,515.2,198.8
CELL_010,RIS,-5.0,19,1.180177,0.366522,pilot_contamination,0.2341,0.6884,170,31,0.654,0.9166,667.0,210.3
CELL_011,NTN-LEO,22.19,13,0.011303,0.00227,normal,0.0,0.9942,170,39,0.602,0.9598,782.7,191.0
CELL_012,THz,17.06,19,0.00469,0.001,normal,0.0,0.9585,170,38,0.377,0.9599,56.9,362.3
CELL_013,THz,16.04,13,0.142877,0.019517,jamming,0.9615,0.05,170,19,0.258,0.9007,210.7,351.0
CELL_014,UMi,16.71,21,0.002,0.001,normal,0.0,0.9667,170,27,0.216,0.9599,352.8,345.6
CELL_015,UMa,11.89,8,0.034173,0.006374,normal,0.0,0.9994,170,12,0.325,0.9595,491.4,343.4
CELL_016,UMi,9.82,23,0.926393,0.144799,csi_spoofing,0.2866,0.6968,170,13,0.291,0.9312,647.5,356.3
CELL_017,RIS,22.85,24,0.008335,0.001298,jamming,0.1599,0.7359,170,28,0.558,0.9503,772.0,375.3
CELL_018,UMi,8.63,8,0.002,0.001,data_poisoning,0.8057,0.1639,170,32,0.823,0.9116,49.1,481.6
CELL_019,THz,-2.27,20,0.259044,0.116285,normal,0.0,0.9911,170,36,0.788,0.9507,214.9,519.6
CELL_020,UMi,6.41,27,0.233966,0.08588,normal,0.0,0.9856,170,12,0.807,0.9531,353.1,497.7
CELL_021,InH,6.9,8,0.264803,0.036507,data_poisoning,0.8316,0.1236,170,19,0.586,0.9072,520.2,503.1
CELL_022,InH,24.99,0,0.002,0.001,normal,0.0,0.9674,170,35,0.49,0.9599,651.8,502.4
CELL_023,RIS,-3.0,5,0.005687,0.002553,normal,0.0,0.9682,170,34,0.426,0.9598,784.6,517.2
CELL_000,InH,7.1,29,0.341152,0.080323,normal,0.0,0.9854,171,8,0.927,0.9536,47.6,45.4
CELL_001,THz,23.14,5,0.004063,0.001,normal,0.0,0.9888,171,19,0.645,0.9599,213.1,42.9
CELL_002,RMa,15.62,15,0.024304,0.003949,normal,0.0,0.9703,171,23,0.73,0.9597,352.0,57.2
CELL_003,RIS,11.67,30,0.004292,0.001054,normal,0.0,0.9612,171,25,0.473,0.9599,496.9,32.2
CELL_004,UMa,11.62,16,0.006004,0.0012,normal,0.0,0.9635,171,37,0.695,0.9599,662.6,56.4
CELL_005,UMa,9.02,25,0.016255,0.003639,normal,0.0,0.9814,171,38,0.452,0.9597,803.2,54.5
CELL_006,FR2-mmWave,22.84,1,0.002,0.001,normal,0.0,0.9617,171,33,0.879,0.9599,30.4,204.6
CELL_007,FR2-mmWave,3.87,20,0.051,0.020325,normal,0.0,0.9927,171,16,0.9,0.9584,179.6,177.3
CELL_008,UMi,18.23,10,0.053727,0.007294,normal,0.0,0.9908,171,31,0.433,0.9594,371.7,199.7
CELL_009,InH,19.75,14,0.002,0.001,normal,0.0,0.9963,171,34,0.938,0.9599,507.1,231.7
CELL_010,RIS,24.72,11,0.051665,0.005013,normal,0.0,0.9906,171,26,0.378,0.9596,643.7,191.3
CELL_011,UMa,9.78,9,0.0847,0.017419,normal,0.0,0.9867,171,36,0.363,0.9586,812.2,204.4
CELL_012,RMa,18.46,10,0.003398,0.001,normal,0.0,0.9996,171,28,0.947,0.9599,56.0,357.3
CELL_013,RMa,6.6,14,0.135196,0.031873,normal,0.0,0.9857,171,26,0.512,0.9575,182.3,365.3
CELL_014,FR2-mmWave,13.33,6,0.036779,0.006655,normal,0.0,0.9755,171,12,0.385,0.9595,346.9,349.9
CELL_015,RIS,12.44,21,0.031509,0.009379,normal,0.0,0.9594,171,30,0.249,0.9592,514.2,357.4
CELL_016,THz,27.55,26,0.004183,0.001,normal,0.0,0.9749,171,26,0.85,0.9599,662.7,338.4
CELL_017,RMa,11.27,3,0.44551,0.08643,normal,0.0,0.9859,171,16,0.666,0.9531,799.2,357.1
CELL_018,InH,20.99,5,0.002,0.001,normal,0.0,0.9698,171,38,0.733,0.9599,59.8,494.3
CELL_019,NTN-LEO,10.83,6,0.096324,0.019171,normal,0.0,0.9963,171,13,0.517,0.9585,217.8,493.1
CELL_020,RIS,12.04,5,0.003569,0.001,normal,0.0,0.9766,171,36,0.211,0.9599,355.0,491.8
CELL_021,UMi,29.11,6,0.002056,0.001,normal,0.0,0.9775,171,18,0.306,0.9599,484.8,504.4
CELL_022,RIS,10.8,25,0.175111,0.027213,csi_spoofing,0.7443,0.2265,171,37,0.278,0.9132,644.1,521.7
CELL_023,UMa,3.98,21,0.184475,0.050997,normal,0.0,0.9908,171,29,0.384,0.9559,820.1,514.7
CELL_000,NTN-LEO,25.5,17,0.002697,0.001,normal,0.0,0.9575,172,27,0.839,0.9599,58.7,51.8
CELL_001,THz,14.55,18,0.014044,0.003863,normal,0.0,0.979,172,29,0.202,0.9597,190.7,42.2
CELL_002,FR2-mmWave,4.73,20,0.426389,0.110436,normal,0.0,0.9899,172,33,0.685,0.9512,338.1,41.5
CELL_003,NTN-LEO,9.11,8,0.745442,0.188844,normal,0.0,0.9785,172,15,0.217,0.9449,504.7,35.5
CELL_004,RIS,21.63,28,0.002963,0.001,pilot_contamination,0.2552,0.6839,172,15,0.533,0.9446,651.5,57.8
CELL_005,THz,8.08,7,0.121687,0.024869,data_poisoning,0.8615,0.0995,172,24,0.35,0.9063,805.0,30.2
CELL_006,RIS,23.56,20,0.051284,0.009679,normal,0.0,0.991,172,12,0.614,0.9592,46.6,221.3
CELL_007,THz,9.01,22,0.028733,0.009661,normal,0.0,0.9758,172,30,0.811,0.9592,203.3,199.1
CELL_008,RMa,8.71,2,0.726326,0.158759,normal,0.0,0.9877,172,14,0.563,0.9473,358.3,197.6
CELL_009,UMa,11.49,30,0.005371,0.001329,normal,0.0,0.9807,172,26,0.584,0.9599,482.8,200.8
CELL_010,RIS,8.26,16,0.559831,0.193138,normal,0.0,0.9602,172,34,0.945,0.9445,624.9,209.2
CELL_011,UMa,16.35,31,0.004808,0.001,normal,0.0,0.9757,172,17,0.794,0.9599,784.4,182.0
CELL_012,RIS,0.04,30,0.119922,0.037381,normal,0.0,0.9819,172,26,0.34,0.957,37.0,377.6
CELL_013,UMi,23.83,27,0.006448,0.001202,normal,0.0,0.9534,172,38,0.796,0.9599,217.5,341.6
CELL_014,NTN-LEO,-0.29,2,1.155345,0.221189,adversarial,0.653,0.3239,172,13,0.596,0.9031,352.9,340.6
CELL_015,InH,6.87,4,0.029438,0.00672,jamming,0.4676,0.3349,172,37,0.404,0.9314,506.4,340.3
CELL_016,NTN-LEO,22.45,28,0.0389,0.003243,csi_spoofing,0.2814,0.6747,172,31,0.302,0.9429,637.2,376.2
CELL_017,RIS,9.41,13,0.166161,0.055103,normal,0.0,0.9508,172,28,0.585,0.9556,817.5,346.1
CELL_018,NTN-LEO,25.79,6,0.002,0.001,false_csi_injection,0.9238,0.05,172,25,0.527,0.9045,64.3,497.7
CELL_019,NTN-LEO,25.4,8,0.003955,0.001,normal,0.0,0.9634,172,15,0.745,0.9599,211.3,514.6
CELL_020,THz,17.79,18,0.002,0.001,normal,0.0,0.9858,172,15,0.738,0.9599,364.2,504.4
CELL_021,RMa,-3.16,10,0.591288,0.181913,normal,0.0,0.9554,172,20,0.523,0.9454,487.3,511.0
CELL_022,InH,14.97,17,0.008681,0.001396,normal,0.0,0.9844,172,20,0.285,0.9599,637.9,499.2
CELL_023,UMi,16.81,9,0.013233,0.001993,normal,0.0,0.9545,172,18,0.516,0.9598,781.2,514.1
CELL_000,THz,0.29,17,0.613453,0.217591,false_csi_injection,0.2272,0.7453,173,20,0.352,0.929,39.7,44.6
CELL_001,UMi,7.9,7,0.036962,0.008417,normal,0.0,0.9624,173,15,0.864,0.9593,188.1,48.1
CELL_002,UMa,21.71,28,0.002,0.001,backdoor,0.3652,0.5986,173,30,0.375,0.938,338.4,76.2
CELL_003,THz,10.05,6,0.423087,0.07657,jamming,0.7593,0.05,173,30,0.43,0.9083,490.3,43.5
CELL_004,RMa,23.27,18,0.01737,0.001961,normal,0.0,0.973,173,16,0.558,0.9598,646.6,43.3
CELL_005,RMa,14.5,12,0.002,0.001,false_csi_injection,0.5539,0.4168,173,25,0.515,0.9267,785.8,84.3
CELL_006,NTN-LEO,4.54,7,0.002,0.001,normal,0.0,0.968,173,20,0.239,0.9599,40.4,193.5
CELL_007,RMa,11.08,31,0.007679,0.001,pilot_contamination,0.8664,0.05,173,37,0.357,0.9079,208.3,194.0
CELL_008,RIS,17.32,28,0.002,0.001,normal,0.0,0.9727,173,27,0.33,0.9599,336.5,205.7
CELL_009,THz,11.94,23,0.009669,0.002111,false_csi_injection,0.378,0.6018,173,31,0.391,0.9372,496.8,190.2
CELL_010,RMa,18.96,12,0.002,0.001,normal,0.0,0.99,173,11,0.624,0.9599,626.6,201.4
CELL_011,NTN-LEO,18.07,5,0.176743,0.024689,normal,0.0,0.951,173,8,0.609,0.958,808.9,200.0
CELL_012,UMa,1.97,9,0.479726,0.090615,data_poisoning,0.7556,0.2346,173,17,0.476,0.9074,58.8,349.8
CELL_013,NTN-LEO,17.07,29,0.068933,0.012378,normal,0.0,0.9779,173,37,0.719,0.959,187.9,344.8
CELL_014,RIS,0.55,24,0.307001,0.135561,normal,0.0,0.988,173,37,0.64,0.9492,343.9,348.5
CELL_015,UMa,17.01,17,0.004363,0.001,normal,0.0,0.9615,173,24,0.782,0.9599,503.0,346.6
CELL_016,RIS,5.48,9,0.138342,0.042987,normal,0.0,0.9883,173,11,0.334,0.9566,633.8,347.9
CELL_017,RMa,4.7,16,0.10944,0.027745,normal,0.0,0.9581,173,33,0.739,0.9578,803.6,352.7
CELL_018,THz,7.86,3,0.214429,0.074995,normal,0.0,0.9711,173,17,0.899,0.954,51.7,511.9
CELL_019,UMa,8.0,3,0.150123,0.022423,jamming,0.4057,0.3946,173,29,0.417,0.9339,214.1,478.6
CELL_020,NTN-LEO,16.43,31,0.015773,0.00177,backdoor,0.3764,0.6131,173,21,0.852,0.9373,351.1,506.5
CELL_021,UMi,14.35,2,0.014014,0.002322,csi_spoofing,0.8111,0.1662,173,30,0.242,0.9111,494.5,512.6
CELL_022,UMi,7.26,26,0.505842,0.115642,normal,0.0,0.9687,173,36,0.936,0.9507,653.5,503.5
CELL_023,RMa,-0.23,2,0.052897,0.016011,normal,0.0,0.9807,173,29,0.737,0.9587,784.4,522.5
CELL_000,RIS,9.37,17,0.002365,0.001,normal,0.0,0.9527,174,16,0.481,0.9599,62.5,73.5
CELL_001,FR2-mmWave,4.32,3,0.028783,0.011309,normal,0.0,0.9932,174,15,0.24,0.9591,199.3,68.2
CELL_002,InH,10.75,19,0.179083,0.056662,normal,0.0,0.9693,174,8,0.746,0.9555,354.1,66.6
CELL_003,RIS,31.08,16,0.00517,0.001,jamming,0.4169,0.3828,174,15,0.643,0.9349,504.4,34.6
CELL_004,UMi,8.52,3,0.100069,0.03422,normal,0.0,0.9813,174,12,0.43,0.9573,628.8,24.5
CELL_005,RMa,15.8,18,0.013412,0.001085,jamming,0.9614,0.05,174,18,0.754,0.9022,786.5,72.4
CELL_006,NTN-LEO,7.49,28,0.1223,0.024161,pilot_contamination,0.1322,0.8324,174,27,0.282,0.9501,63.4,178.0
CELL_007,RMa,8.58,14,0.39543,0.089849,normal,0.0,0.9606,174,25,0.933,0.9528,195.1,206.7
CELL_008,RMa,18.3,10,0.002,0.001,normal,0.0,0.9776,174,11,0.811,0.9599,352.2,210.1
CELL_009,UMa,5.82,27,0.002,0.001,false_csi_injection,0.4225,0.5426,174,29,0.427,0.9346,505.4,206.3
CELL_010,THz,3.64,9,0.045776,0.018377,normal,0.0,0.9937,174,33,0.372,0.9585,660.0,202.7
CELL_011,RMa,9.75,9,0.02385,0.004893,normal,0.0,0.9769,174,27,0.886,0.9596,795.0,202.5
CELL_012,THz,14.31,28,0.044996,0.007904,adversarial,0.6494,0.3159,174,23,0.397,0.9204,46.2,334.0
CELL_013,THz,10.64,18,0.02318,0.004801,pilot_contamination,0.4799,0.376,174,26,0.541,0.9308,191.2,369.6
CELL_014,RIS,6.22,29,0.171527,0.063357,normal,0.0,0.9957,174,24,0.886,0.9549,330.4,367.5
CELL_015,UMi,9.33,0,0.007846,0.002609,normal,0.0,0.9876,174,37,0.809,0.9598,505.5,348.7
CELL_016,FR2-mmWave,6.56,14,0.030229,0.004362,adversarial,0.834,0.1393,174,32,0.414,0.9096,614.4,372.3
CELL_017,THz,26.26,7,0.003055,0.001,jamming,0.5757,0.1785,174,19,0.507,0.9254,785.8,377.7
CELL_018,InH,21.24,23,0.002326,0.001,normal,0.0,0.9847,174,37,0.699,0.9599,61.5,504.1
CELL_019,RIS,4.26,6,0.004106,0.001083,normal,0.0,0.9801,174,13,0.239,0.9599,175.5,482.3
CELL_020,FR2-mmWave,11.35,18,0.004875,0.00151,normal,0.0,0.9988,174,8,0.573,0.9599,339.9,516.5
CELL_021,THz,3.48,13,0.457533,0.10008,pilot_contamination,0.9934,0.05,174,39,0.385,0.8924,506.7,486.0
CELL_022,RIS,27.6,10,0.002,0.001,data_poisoning,0.8675,0.1017,174,29,0.762,0.9079,673.8,503.1
CELL_023,UMa,19.22,7,0.002,0.001,jamming,0.2043,0.6876,174,38,0.477,0.9477,812.1,509.7
CELL_000,RMa,18.07,17,0.003361,0.001,data_poisoning,0.373,0.6212,175,14,0.503,0.9375,64.0,65.9
CELL_001,InH,8.51,20,0.198958,0.06807,normal,0.0,0.952,175,31,0.876,0.9546,213.1,66.0
CELL_002,UMa,7.75,22,0.049732,0.011847,normal,0.0,0.9706,175,11,0.633,0.9591,364.8,44.8
CELL_003,THz,18.88,13,0.02301,0.005329,normal,0.0,0.9751,175,28,0.7,0.9596,474.1,60.7
CELL_004,THz,14.3,9,0.002,0.001,normal,0.0,0.993,175,29,0.704,0.9599,669.8,39.7
CELL_005,RIS,16.94,0,0.073056,0.01831,normal,0.0,0.9709,175,17,0.657,0.9585,782.1,59.8
CELL_006,THz,21.96,10,0.02329,0.004724,normal,0.0,0.9627,175,20,0.893,0.9596,48.7,219.5
CELL_007,RIS,17.17,10,0.21345,0.052997,normal,0.0,0.9674,175,23,0.635,0.9558,187.7,185.2
CELL_008,THz,17.77,26,0.002,0.001,normal,0.0,0.9945,175,18,0.417,0.9599,354.0,189.1
CELL_009,InH,13.92,1,0.002,0.001,normal,0.0,0.973,175,20,0.434,0.9599,489.5,186.1
CELL_010,RMa,18.96,18,0.045121,0.007136,normal,0.0,0.9791,175,27,0.649,0.9594,648.3,172.9
CELL_011,InH,11.14,23,0.003078,0.001,jamming,0.3364,0.4842,175,14,0.628,0.9397,815.6,196.9
CELL_012,FR2-mmWave,27.1,2,0.002,0.001,normal,0.0,0.9761,175,27,0.589,0.9599,52.9,361.9
CELL_013,UMa,17.43,28,0.002,0.001,normal,0.0,0.9936,175,12,0.419,0.9599,202.4,337.5
CELL_014,THz,16.04,13,0.142877,0.019517,jamming,0.9615,0.05,175,36,0.282,0.9007,328.1,341.5
CELL_015,InH,4.46,21,0.146126,0.047083,normal,0.0,0.9914,175,14,0.675,0.9562,474.7,372.4
CELL_016,RIS,19.52,22,0.05216,0.010164,normal,0.0,0.969,175,31,0.678,0.9592,661.3,355.5
CELL_017,THz,13.8,27,0.068386,0.019357,normal,0.0,0.9589,175,39,0.606,0.9585,819.1,351.2
CELL_018,THz,17.25,5,0.005966,0.001,csi_spoofing,0.6348,0.3464,175,17,0.851,0.9218,68.4,499.4
CELL_019,NTN-LEO,-1.8,15,0.119466,0.036197,normal,0.0,0.9504,175,17,0.679,0.9571,200.1,495.9
CELL_020,THz,20.73,23,0.002,0.001,normal,0.0,0.9901,175,13,0.383,0.9599,343.6,482.2
CELL_021,THz,23.14,8,0.011748,0.001915,jamming,0.1099,0.8065,175,16,0.609,0.9533,492.5,500.0
CELL_022,RIS,19.25,21,0.356125,0.052651,csi_spoofing,0.3138,0.6473,175,19,0.538,0.937,652.2,496.2
CELL_023,UMi,14.45,27,0.002,0.001,normal,0.0,0.9636,175,11,0.831,0.9599,806.2,515.2
CELL_000,UMi,19.44,28,0.005128,0.001,pilot_contamination,0.4319,0.4531,176,33,0.428,0.934,47.3,62.5
CELL_001,RIS,0.42,18,0.709602,0.152845,pilot_contamination,0.748,0.0653,176,38,0.652,0.9029,227.6,48.6
CELL_002,THz,10.57,11,0.10239,0.032605,normal,0.0,0.9618,176,30,0.359,0.9574,332.0,51.3
CELL_003,FR2-mmWave,30.11,8,0.002,0.001,normal,0.0,0.9558,176,31,0.949,0.9599,505.8,61.8
CELL_004,FR2-mmWave,6.91,14,1.2,0.794758,normal,0.0,0.9586,176,30,0.591,0.8964,632.5,45.4
CELL_005,UMa,10.22,17,0.027545,0.006202,normal,0.0,0.9863,176,12,0.597,0.9595,798.9,60.5
CELL_006,FR2-mmWave,12.21,5,0.373362,0.065024,csi_spoofing,0.9119,0.05,176,9,0.597,0.9001,41.0,200.0
CELL_007,UMi,10.16,13,0.057061,0.018432,normal,0.0,0.9791,176,11,0.743,0.9585,205.9,212.8
CELL_008,THz,14.9,21,0.013182,0.003578,normal,0.0,0.9601,176,16,0.851,0.9597,342.6,202.2
CELL_009,RMa,7.6,11,0.055785,0.012556,normal,0.0,0.9532,176,24,0.324,0.959,478.6,220.5
CELL_010,UMi,22.33,30,0.008869,0.001,normal,0.0,0.9729,176,19,0.266,0.9599,644.0,197.9
CELL_011,UMa,20.78,12,0.049498,0.010572,normal,0.0,0.9782,176,17,0.774,0.9592,791.3,194.0
CELL_012,RMa,6.67,4,0.06291,0.014977,normal,0.0,0.9956,176,19,0.591,0.9588,48.0,331.9
CELL_013,RMa,16.64,30,0.00297,0.001,normal,0.0,0.9558,176,14,0.499,0.9599,187.3,328.7
CELL_014,NTN-LEO,-4.18,15,0.379205,0.170225,normal,0.0,0.9897,176,18,0.459,0.9464,336.3,353.4
CELL_015,FR2-mmWave,-1.89,8,1.062189,0.476817,normal,0.0,0.9508,176,39,0.298,0.9219,507.2,331.9
CELL_016,NTN-LEO,18.48,17,0.007716,0.001031,normal,0.0,0.9961,176,17,0.304,0.9599,654.0,357.2
CELL_017,InH,24.11,17,0.002,0.001,normal,0.0,0.9608,176,21,0.717,0.9599,770.5,334.7
CELL_018,FR2-mmWave,14.59,13,0.012531,0.001569,pilot_contamination,0.2867,0.642,176,10,0.661,0.9427,57.2,509.8
CELL_019,THz,8.22,13,0.007306,0.002524,normal,0.0,0.9536,176,10,0.468,0.9598,220.3,496.9
CELL_020,RIS,14.37,22,0.002,0.001,normal,0.0,0.9745,176,27,0.921,0.9599,363.2,503.2
CELL_021,UMi,17.38,3,0.002,0.001,jamming,0.7856,0.05,176,36,0.414,0.9128,484.2,507.3
CELL_022,UMi,16.15,0,0.092178,0.023834,normal,0.0,0.9969,176,24,0.344,0.9581,647.3,500.6
