timestamp,ue_id,cell_id,x_m,y_m,velocity_mps,direction_deg,neighbor_cells,rsrp_dbm,handover_pending
245,UE_0036,CELL_005,374.04,1039.86,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-108.63,0
250,UE_0036,CELL_005,372.66,1041.43,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-97.92,0
255,UE_0036,CELL_005,371.28,1043.0,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-102.83,0
260,UE_0036,CELL_005,369.9,1044.58,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-100.28,0
265,UE_0036,CELL_005,368.52,1046.15,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-113.93,0
270,UE_0036,CELL_005,367.14,1047.72,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-83.72,0
275,UE_0036,CELL_005,365.76,1049.3,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-98.66,0
280,UE_0036,CELL_005,364.38,1050.87,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-89.33,0
285,UE_0036,CELL_005,363.0,1052.44,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-95.38,0
290,UE_0036,CELL_005,361.62,1054.02,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-94.36,0
295,UE_0036,CELL_005,360.24,1055.59,20.93,131.26,"[""CELL_006"", ""CELL_000"", ""CELL_001""]",-93.51,0
300,UE_0036,CELL_004,358.86,1057.16,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.97,0
305,UE_0036,CELL_004,357.48,1058.73,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-89.83,0
310,UE_0036,CELL_004,356.1,1060.31,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-79.94,0
315,UE_0036,CELL_004,354.72,1061.88,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.94,0
320,UE_0036,CELL_004,353.34,1063.45,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-78.52,0
325,UE_0036,CELL_004,351.96,1065.03,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-91.64,0
330,UE_0036,CELL_004,350.58,1066.6,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.7,0
335,UE_0036,CELL_004,349.2,1068.17,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-81.77,0
340,UE_0036,CELL_004,347.82,1069.75,20.93,131.26,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-88.0,0
345,UE_0036,CELL_000,346.44,1071.32,20.93,131.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-105.76,0
350,UE_0036,CELL_000,345.06,1072.89,20.93,131.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-101.08,0
355,UE_0036,CELL_000,343.68,1074.46,20.93,131.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-95.94,0
360,UE_0036,CELL_000,342.3,1076.04,20.93,131.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-108.74,0
365,UE_0036,CELL_000,340.92,1077.61,20.93,131.26,"[""CELL_001"", ""CELL_002"", ""CELL_003""]",-101.35,0
370,UE_0036,CELL_001,339.54,1079.18,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-101.92,0
375,UE_0036,CELL_001,338.16,1080.76,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-85.22,0
380,UE_0036,CELL_001,336.78,1082.33,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-98.29,1
385,UE_0036,CELL_001,335.4,1083.9,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-88.93,0
390,UE_0036,CELL_001,334.02,1085.48,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-101.81,0
395,UE_0036,CELL_001,332.64,1087.05,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-99.67,0
400,UE_0036,CELL_001,331.26,1088.62,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-107.49,0
405,UE_0036,CELL_001,329.88,1090.2,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-104.97,0
410,UE_0036,CELL_001,328.5,1091.77,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-74.71,0
415,UE_0036,CELL_001,327.12,1093.34,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-96.45,1
420,UE_0036,CELL_001,325.74,1094.91,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-94.56,0
425,UE_0036,CELL_001,324.36,1096.49,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-103.86,0
430,UE_0036,CELL_001,322.98,1098.06,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-114.73,0
435,UE_0036,CELL_001,321.6,1099.63,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-95.07,0
440,UE_0036,CELL_001,320.22,1101.21,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-84.58,0
445,UE_0036,CELL_001,318.84,1102.78,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-81.67,0
450,UE_0036,CELL_001,317.46,1104.35,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-91.39,0
455,UE_0036,CELL_001,316.08,1105.93,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-96.73,0
460,UE_0036,CELL_001,314.7,1107.5,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-87.27,0
465,UE_0036,CELL_001,313.32,1109.07,20.93,131.26,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-98.61,0
470,UE_0036,CELL_003,311.94,1110.65,20.93,131.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-97.98,0
475,UE_0036,CELL_003,310.56,1112.22,20.93,131.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-86.71,0
480,UE_0036,CELL_003,309.18,1113.79,20.93,131.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-85.97,0
485,UE_0036,CELL_003,307.8,1115.36,20.93,131.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-102.82,1
490,UE_0036,CELL_003,306.42,1116.94,20.93,131.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-92.22,0
495,UE_0036,CELL_003,305.04,1118.51,20.93,131.26,"[""CELL_004"", ""CELL_005"", ""CELL_006""]",-99.81,0
0,UE_0037,CELL_006,926.48,326.24,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.94,0
5,UE_0037,CELL_006,925.96,328.79,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-97.25,0
10,UE_0037,CELL_006,925.45,331.34,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-84.8,1
15,UE_0037,CELL_006,924.93,333.89,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-104.18,0
20,UE_0037,CELL_006,924.42,336.43,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-97.7,0
25,UE_0037,CELL_006,923.9,338.98,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.44,0
30,UE_0037,CELL_006,923.38,341.53,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-85.08,0
35,UE_0037,CELL_006,922.87,344.07,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.62,0
40,UE_0037,CELL_006,922.35,346.62,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.46,0
45,UE_0037,CELL_006,921.83,349.17,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-77.77,0
50,UE_0037,CELL_006,921.32,351.72,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-102.66,0
55,UE_0037,CELL_006,920.8,354.26,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-103.67,0
60,UE_0037,CELL_006,920.28,356.81,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-86.18,0
65,UE_0037,CELL_006,919.77,359.36,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-102.88,1
70,UE_0037,CELL_006,919.25,361.9,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-114.31,0
75,UE_0037,CELL_006,918.73,364.45,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-101.53,0
80,UE_0037,CELL_006,918.22,367.0,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-118.88,0
85,UE_0037,CELL_006,917.7,369.54,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-96.44,0
90,UE_0037,CELL_006,917.18,372.09,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-87.8,0
95,UE_0037,CELL_006,916.67,374.64,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-101.6,0
100,UE_0037,CELL_006,916.15,377.19,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.78,0
105,UE_0037,CELL_006,915.63,379.73,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.65,0
110,UE_0037,CELL_006,915.12,382.28,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.03,0
115,UE_0037,CELL_006,914.6,384.83,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-104.26,0
120,UE_0037,CELL_006,914.08,387.37,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.93,0
125,UE_0037,CELL_006,913.57,389.92,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-90.35,0
130,UE_0037,CELL_006,913.05,392.47,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-105.98,0
135,UE_0037,CELL_006,912.54,395.02,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.23,0
140,UE_0037,CELL_006,912.02,397.56,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-108.36,0
145,UE_0037,CELL_006,911.5,400.11,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-89.6,0
150,UE_0037,CELL_006,910.99,402.66,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-95.07,0
155,UE_0037,CELL_006,910.47,405.2,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-96.87,0
160,UE_0037,CELL_006,909.95,407.75,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-90.1,0
165,UE_0037,CELL_006,909.44,410.3,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-95.85,0
170,UE_0037,CELL_006,908.92,412.85,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.33,0
175,UE_0037,CELL_006,908.4,415.39,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.52,0
180,UE_0037,CELL_006,907.89,417.94,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-79.3,0
185,UE_0037,CELL_006,907.37,420.49,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.62,1
190,UE_0037,CELL_006,906.85,423.03,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-86.12,0
195,UE_0037,CELL_006,906.34,425.58,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.6,0
200,UE_0037,CELL_006,905.82,428.13,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.56,0
205,UE_0037,CELL_006,905.3,430.67,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-96.06,0
210,UE_0037,CELL_006,904.79,433.22,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-89.69,0
215,UE_0037,CELL_006,904.27,435.77,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-101.2,0
220,UE_0037,CELL_006,903.75,438.32,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.78,0
225,UE_0037,CELL_006,903.24,440.86,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-83.94,0
230,UE_0037,CELL_006,902.72,443.41,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-111.52,0
235,UE_0037,CELL_006,902.21,445.96,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-101.32,0
240,UE_0037,CELL_006,901.69,448.5,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-111.41,0
245,UE_0037,CELL_006,901.17,451.05,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.44,0
250,UE_0037,CELL_006,900.66,453.6,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-91.33,0
255,UE_0037,CELL_006,900.14,456.15,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-117.69,0
260,UE_0037,CELL_006,899.62,458.69,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-87.27,0
265,UE_0037,CELL_006,899.11,461.24,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-85.73,0
270,UE_0037,CELL_006,898.59,463.79,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-81.48,0
275,UE_0037,CELL_006,898.07,466.33,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-95.15,0
280,UE_0037,CELL_006,897.56,468.88,25.99,101.46,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-115.93,0
285,UE_0037,CELL_006,897.04,471.43,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-89.91,0
290,UE_0037,CELL_006,895.35,469.84,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-84.27,0
295,UE_0037,CELL_006,893.67,468.26,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-83.42,0
300,UE_0037,CELL_006,891.98,466.67,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-101.91,0
305,UE_0037,CELL_006,890.29,465.09,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-112.3,0
310,UE_0037,CELL_006,888.61,463.5,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.92,0
315,UE_0037,CELL_006,886.92,461.91,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-80.95,0
320,UE_0037,CELL_006,885.24,460.33,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-79.64,0
325,UE_0037,CELL_006,883.55,458.74,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-73.98,0
330,UE_0037,CELL_006,881.86,457.16,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-97.82,0
335,UE_0037,CELL_006,880.18,455.57,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-96.56,0
340,UE_0037,CELL_006,878.49,453.99,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.68,0
345,UE_0037,CELL_006,876.8,452.4,23.15,-136.76,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-85.53,0
350,UE_0037,CELL_006,875.12,450.81,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-98.72,0
355,UE_0037,CELL_006,873.3,449.48,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.51,0
360,UE_0037,CELL_006,871.48,448.14,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-69.62,0
365,UE_0037,CELL_006,869.65,446.8,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.28,1
370,UE_0037,CELL_006,867.83,445.46,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-103.46,0
375,UE_0037,CELL_006,866.01,444.13,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-96.25,1
380,UE_0037,CELL_006,864.19,442.79,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-105.15,0
385,UE_0037,CELL_006,862.37,441.45,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.28,0
390,UE_0037,CELL_006,860.55,440.11,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-95.77,0
395,UE_0037,CELL_006,858.73,438.77,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.04,0
400,UE_0037,CELL_006,856.91,437.44,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.87,0
405,UE_0037,CELL_006,855.09,436.1,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-85.5,0
410,UE_0037,CELL_006,853.27,434.76,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.24,0
415,UE_0037,CELL_006,851.44,433.42,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.48,0
420,UE_0037,CELL_006,849.62,432.09,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-96.26,1
425,UE_0037,CELL_006,847.8,430.75,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.61,0
430,UE_0037,CELL_006,845.98,429.41,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.26,0
435,UE_0037,CELL_006,844.16,428.07,22.6,-143.7,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.31,0
440,UE_0037,CELL_001,842.34,426.73,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-90.74,0
445,UE_0037,CELL_001,840.52,425.4,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-96.08,0
450,UE_0037,CELL_001,838.7,424.06,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-81.28,0
455,UE_0037,CELL_001,836.88,422.72,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-81.23,0
460,UE_0037,CELL_001,835.06,421.38,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-109.49,1
465,UE_0037,CELL_001,833.24,420.05,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-89.92,0
470,UE_0037,CELL_001,831.41,418.71,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-98.07,0
475,UE_0037,CELL_001,829.59,417.37,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-95.33,0
480,UE_0037,CELL_001,827.77,416.03,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-109.57,0
485,UE_0037,CELL_001,825.95,414.69,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-94.99,0
490,UE_0037,CELL_001,824.13,413.36,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-101.0,0
495,UE_0037,CELL_001,822.31,412.02,22.6,-143.7,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-106.42,0
0,UE_0038,CELL_004,438.76,684.89,30.72,164.92,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-93.98,0
5,UE_0038,CELL_004,435.79,685.69,30.72,164.92,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-96.07,0
10,UE_0038,CELL_004,432.83,686.49,30.72,164.92,"[""CELL_005"", ""CELL_006"", ""CELL_000""]",-86.91,0
15,UE_0038,CELL_001,429.86,687.29,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-86.09,0
20,UE_0038,CELL_001,426.9,688.09,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-85.84,0
25,UE_0038,CELL_001,423.93,688.89,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-75.64,0
30,UE_0038,CELL_001,420.96,689.69,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-91.85,0
35,UE_0038,CELL_001,418.0,690.49,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-80.77,0
40,UE_0038,CELL_001,415.03,691.29,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-104.25,0
45,UE_0038,CELL_001,412.07,692.09,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-102.88,0
50,UE_0038,CELL_001,409.1,692.89,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-95.33,0
55,UE_0038,CELL_001,406.13,693.69,30.72,164.92,"[""CELL_002"", ""CELL_003"", ""CELL_004""]",-100.48,0
60,UE_0038,CELL_006,403.17,694.49,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.73,0
65,UE_0038,CELL_006,400.2,695.29,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-105.21,0
70,UE_0038,CELL_006,397.23,696.09,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-85.97,0
75,UE_0038,CELL_006,394.27,696.88,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-83.72,0
80,UE_0038,CELL_006,391.3,697.68,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-91.55,0
85,UE_0038,CELL_006,388.34,698.48,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-98.52,0
90,UE_0038,CELL_006,385.37,699.28,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-76.14,0
95,UE_0038,CELL_006,382.4,700.08,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-91.35,0
100,UE_0038,CELL_006,379.44,700.88,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-88.98,0
105,UE_0038,CELL_006,376.47,701.68,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-80.82,0
110,UE_0038,CELL_006,373.51,702.48,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-79.14,0
115,UE_0038,CELL_006,370.54,703.28,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-102.48,0
120,UE_0038,CELL_006,367.57,704.08,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-105.73,0
125,UE_0038,CELL_006,364.61,704.88,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-89.56,0
130,UE_0038,CELL_006,361.64,705.68,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-92.97,0
135,UE_0038,CELL_006,358.68,706.48,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.87,0
140,UE_0038,CELL_006,355.71,707.28,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.89,0
145,UE_0038,CELL_006,352.74,708.08,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-110.65,1
150,UE_0038,CELL_006,349.78,708.88,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-103.86,0
155,UE_0038,CELL_006,346.81,709.68,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-99.16,0
160,UE_0038,CELL_006,343.85,710.48,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-81.52,0
165,UE_0038,CELL_006,340.88,711.27,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-87.97,0
170,UE_0038,CELL_006,337.91,712.07,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-118.15,0
175,UE_0038,CELL_006,334.95,712.87,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-84.15,0
180,UE_0038,CELL_006,331.98,713.67,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.61,0
185,UE_0038,CELL_006,329.02,714.47,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-114.33,0
190,UE_0038,CELL_006,326.05,715.27,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-112.02,0
195,UE_0038,CELL_006,323.08,716.07,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-91.92,0
200,UE_0038,CELL_006,320.12,716.87,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-79.36,0
205,UE_0038,CELL_006,317.15,717.67,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-104.32,0
210,UE_0038,CELL_006,314.19,718.47,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-91.26,0
215,UE_0038,CELL_006,311.22,719.27,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-115.11,0
220,UE_0038,CELL_006,308.25,720.07,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-75.62,0
225,UE_0038,CELL_006,305.29,720.87,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-100.17,0
230,UE_0038,CELL_006,302.32,721.67,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-114.41,0
235,UE_0038,CELL_006,299.36,722.47,30.72,164.92,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-98.43,0
240,UE_0038,CELL_006,296.39,723.27,11.74,-22.36,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-87.68,0
245,UE_0038,CELL_006,297.47,722.82,11.74,-22.36,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-80.24,0
250,UE_0038,CELL_006,298.56,722.37,11.74,-22.36,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-94.28,0
255,UE_0038,CELL_006,299.65,721.93,11.74,-22.36,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-105.28,0
260,UE_0038,CELL_006,300.73,721.48,11.74,-22.36,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-93.53,1
265,UE_0038,CELL_006,301.82,721.03,11.74,-22.36,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-97.33,0
270,UE_0038,CELL_006,302.9,720.59,29.53,-57.11,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-111.86,0
275,UE_0038,CELL_006,304.51,718.11,29.53,-57.11,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-89.11,0
280,UE_0038,CELL_006,306.11,715.63,29.53,-57.11,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-100.03,0
285,UE_0038,CELL_006,307.71,713.15,29.53,-57.11,"[""CELL_000"", ""CELL_001"", ""CELL_002""]",-115.74,0
