event_id,timestamp,ue_id,source_cell,target_cell,ho_type,rsrp_source_dbm,rsrp_target_dbm,velocity_mps,success,failure_cause,delay_ms
HO_00785,451,UE_0044,CELL_005,CELL_005,inter_rat,-92.49,-80.11,19.82,1,,36.81
HO_00786,45,UE_0041,CELL_001,CELL_006,inter_rat,-99.42,-95.91,1.11,1,,49.7
HO_00787,208,UE_0048,CELL_005,CELL_005,inter_rat,-90.87,-84.39,13.25,1,,25.96
HO_00788,173,UE_0006,CELL_004,CELL_003,inter_rat,-97.1,-92.76,20.86,1,,65.36
HO_00789,215,UE_0006,CELL_006,CELL_006,inter_rat,-103.38,-83.07,6.48,1,,57.93
HO_00790,171,UE_0016,CELL_006,CELL_003,intra_freq,-95.94,-83.92,27.77,1,,66.34
HO_00791,478,UE_0028,CELL_006,CELL_004,inter_rat,-98.39,-74.18,25.77,1,,41.77
HO_00792,133,UE_0022,CELL_002,CELL_005,inter_freq,-97.98,-89.04,25.69,1,,78.1
HO_00793,406,UE_0044,CELL_002,CELL_005,inter_freq,-95.09,-81.96,31.89,1,,74.94
HO_00794,230,UE_0019,CELL_005,CELL_002,inter_rat,-85.31,-88.52,2.98,1,,54.46
HO_00795,73,UE_0014,CELL_006,CELL_004,inter_freq,-98.71,-95.11,12.98,1,,71.34
HO_00796,280,UE_0040,CELL_006,CELL_000,intra_freq,-88.6,-79.14,17.37,1,,53.18
HO_00797,87,UE_0009,CELL_002,CELL_002,inter_rat,-82.41,-76.13,30.85,1,,74.12
HO_00798,490,UE_0043,CELL_004,CELL_000,intra_freq,-95.93,-87.54,11.63,1,,44.39
HO_00799,207,UE_0042,CELL_004,CELL_005,intra_freq,-107.36,-88.58,28.47,1,,41.07
